author,author_followers,author_likes,author_videos,body,timestamp,is_duet,tiktok_url,likes,comments,shares,plays
xwright,190394,932235,893,Among wait be mission chance music save tree task movie. 🌛 #couplegoals,2024-04-18 16:39:10.414918,False,https://www.tiktok.com/hRykAAGURh,5329,2177,3413,235227
danielvega,259068,845007,577,Whatever answer crime stock administration black. 👬🏽 🧂 stuff year,2024-04-30 08:45:26.201578,False,https://www.tiktok.com/QOGaokewpQ,22999,8376,99,217579
ymoore,91992,363952,747,Mission or political identify meet realize. show avoid some involve design,2024-04-20 23:36:06.381684,True,https://www.tiktok.com/BOQfWQuSHJ,38550,3281,6395,212295
davidruiz,413911,346515,105,Church American method allow large own country stop system east main some. throw tree address machine answer,2024-04-25 01:08:06.037639,False,https://www.tiktok.com/HpInSjXPDg,68488,6813,9214,158557
brittanyhurley,209904,976515,864,Politics answer vote major security huge star director him. 🧑🏾 ⬇️ much,2024-04-10 04:36:27.941675,False,https://www.tiktok.com/RZOvDPfIdT,93412,1521,7337,887271
hdickerson,13923,790501,159,Wear wife fill sometimes within capital town team quite his administration glass. 👩🏽‍⚖️ #forever #dancers #bellydance,2024-04-19 17:20:43.835121,False,https://www.tiktok.com/ilrhgjBWMU,10494,297,4380,392204
laurafranklin,42351,939793,176,Father six forget item debate community peace east ago same. real realize Democrat choose,2024-04-29 13:52:14.428684,True,https://www.tiktok.com/mXnAKRPhyH,66133,6358,6577,22902
pmorse,361059,286167,811,Until hour feel close through can media between. 🤚🏼 ⚱️ #music #romance #dance,2024-04-14 02:44:20.871330,False,https://www.tiktok.com/eWaHYakMGh,49141,150,257,707640
robertmcdonald,695039,118247,164,Already keep adult general break voice interest right health wife minute your purpose. #dance,2024-04-22 12:50:52.089941,False,https://www.tiktok.com/DjbWsuXcfY,89020,5877,8153,874293
herreraeric,618748,437373,869,Quality probably from mission cultural find enter. success never off,2024-04-09 17:28:00.060248,True,https://www.tiktok.com/BKDKqqxKpS,86375,5028,3514,594692
gregory47,273595,686100,704,Cup since city carry throw after because assume state though future camera. #romance #relationshipgoals #dance,2024-04-06 21:37:51.704380,True,https://www.tiktok.com/mooHbrWCKn,65437,4797,4318,359145
joshuabarnes,295706,170822,376,Rather pretty health five amount simply. 🕵🏾‍♂️ 👦🏾 👱🏿‍♂️ tell,2024-05-01 10:58:21.528742,True,https://www.tiktok.com/oFFdzSKXGX,97712,2777,4955,389059
kristinhayes,406449,71588,802,Street he together stand especially perhaps everybody sport meeting record analysis own price. person,2024-04-28 19:18:00.403829,False,https://www.tiktok.com/LRPIFWzozR,58586,3505,2731,422615
gburton,472730,592644,637,Add collection nor human both day another industry run tax brother. 🙎🏽‍♂️ girl,2024-05-01 13:46:33.347867,False,https://www.tiktok.com/wKnYutNzeB,57899,486,4047,511898
wisesteven,414914,530422,872,Shake list government record maintain quickly outside people yeah. 🎵 💆🏼‍♀️ 👳🏽‍♀️ special what spring newspaper hour,2024-04-11 03:24:29.763536,False,https://www.tiktok.com/sbWsRPiosK,18407,3392,8699,395868
caitlinford,749464,351286,8,Politics movie democratic whom evening make ball artist. service discussion senior meeting,2024-04-30 18:07:18.335143,False,https://www.tiktok.com/PDlNVxLMLi,19423,3169,8134,66474
lindsay97,442248,520018,749,Pick career situation left white sea party practice. 🦶🏿 📭 interest worry establish feeling,2024-04-10 18:40:25.652503,True,https://www.tiktok.com/yYyFvLFSKd,54483,2840,9815,660568
matthewgreene,648939,773249,662,Security nearly per impact if serious ready pressure pick care. a,2024-04-27 22:16:36.124255,False,https://www.tiktok.com/hRhWLEXiIP,66531,6603,6407,297298
zellis,430251,9645,694,Sit suddenly peace deep kid another win chance play. #FYI #love #dance,2024-04-12 14:31:39.701077,False,https://www.tiktok.com/dVrhkOlowf,81790,9375,3413,729601
kelly38,745920,950785,78,Day friend or officer long suddenly vote. 🐣 player tend information study once,2024-04-12 23:25:52.337113,False,https://www.tiktok.com/OsIoGiShsC,80072,4661,958,225624
christopher55,26310,31396,581,Land watch example behavior drop very management along commercial. #foryou #dancehall,2024-04-25 03:01:39.351661,False,https://www.tiktok.com/CZbANabVCe,59640,6449,1689,744909
xwalker,297635,340623,765,Hospital central president movement him story foreign budget wall eight simple. necessary sport,2024-04-20 08:29:26.950896,False,https://www.tiktok.com/gAJBKZyrQe,39063,4556,1133,939357
barbaraguzman,762115,609923,504,Leg economy appear majority trouble first task. 🇮🇳 🦸🏿 home,2024-04-28 05:10:43.597429,False,https://www.tiktok.com/DByBdjSqDX,36284,7254,1803,313504
losborne,360049,488614,315,Indeed simply example something project side later fall maybe which support practice. option strategy short left,2024-04-25 19:30:06.034349,False,https://www.tiktok.com/DkPSZhQTvj,54318,6025,8535,69474
othompson,941377,150962,420,Available candidate television under front administration travel indicate tell science. dream join foreign,2024-04-11 08:45:17.046994,True,https://www.tiktok.com/UVvWyeiqlm,54397,1206,3981,378210
ann81,430642,144747,849,These community study deep maintain have thought appear parent eye painting. 🧎 👨🏼‍🍳 👩🏼‍🤝‍👨🏽 #dancehall #dancers,2024-04-24 16:21:58.982167,False,https://www.tiktok.com/QRENqriPCb,41314,3148,5858,832435
leeanthony,269999,98808,912,Land firm up brother big for budget against simple agree year each. 🏋️‍♂️ bank bit,2024-04-10 10:44:01.443375,True,https://www.tiktok.com/QsJRZEDdia,71511,5682,7877,81989
cindywise,613922,505315,678,Close subject hit close offer appear full language. month tell,2024-04-23 14:30:58.447920,True,https://www.tiktok.com/xGYTuGThTZ,20027,4276,3066,331010
kimberly58,250861,371284,646,Consumer sell true kind media fire sound idea pressure key stock. 👋🏾 🇻🇺 👨🏼‍🎨 #LoveYouTikTok,2024-04-18 18:48:33.785940,True,https://www.tiktok.com/ZwMeAIaIoM,31420,7467,1321,378003
ellenkey,204665,132226,888,Let evidence their full tell difficult. 🏌🏻‍♂️ ⛱️ 👆🏻 heavy economic end radio,2024-04-24 01:52:11.558225,True,https://www.tiktok.com/gSpKrdSobI,74192,6524,9178,611747
ljohnson,46635,829042,75,But much his television purpose speak yourself wide minute. #dancelife #funny,2024-04-20 09:04:37.502953,True,https://www.tiktok.com/ItiBBSlQiP,35593,9900,2885,188048
jfreeman,541223,804632,314,Fall expert talk increase style threat reach resource. 👨🏻‍❤️‍💋‍👨🏾 ⬅️ 👨‍❤️‍💋‍👨 record,2024-05-04 07:41:14.243831,False,https://www.tiktok.com/qdOVdKNldn,56932,7147,9832,871717
vpeterson,125572,549083,922,Fish include performance each health daughter past democratic raise hand memory similar. 😀 🇨🇱 👨‍💼 give partner commercial player worker,2024-04-22 21:26:16.225341,False,https://www.tiktok.com/nbyQpCXTJp,79423,5303,7033,658904
wferrell,433639,250934,716,Show important interesting happen top mind. 🎷 attack,2024-04-07 11:53:09.898971,False,https://www.tiktok.com/GdoucVgSPZ,26789,4985,1688,843274
iproctor,189728,612670,633,Suddenly TV offer democratic management development pretty stuff mission question leader. ✔️ 👳🏿 voice town,2024-04-27 05:25:03.679519,True,https://www.tiktok.com/VioMlECPrI,94552,2151,6400,761436
amandaschwartz,992780,779645,766,Me walk just choose even arm since. 🧏🏼 politics hold four list,2024-05-04 19:43:56.586363,False,https://www.tiktok.com/uHzPtAdseM,54049,8865,2143,279097
christopher87,907558,511833,988,Tough how author somebody mission agreement only. heart article rather,2024-04-29 01:35:54.508946,False,https://www.tiktok.com/KmWjnwBJZb,70055,8455,3528,747841
gordonamy,246186,333948,946,Doctor window keep network doctor candidate radio region player coach without amount candidate. #fypシ゚ #dancer #dance,2024-04-24 13:31:40.760851,False,https://www.tiktok.com/AKIiyQcXuR,24974,6076,637,476928
michael99,695844,786972,577,Charge will speak study structure rather financial TV sit computer go. 🙍🏻 🦗 🆙 clearly foot image top,2024-05-02 01:59:20.570178,False,https://www.tiktok.com/iJpOcAUeRZ,19806,8433,408,682591
arogers,832598,272680,535,Six suggest sit itself office appear wonder hair feel important or whether answer. 🚴🏽‍♀️ 👛 🚴🏼‍♂️ assume,2024-04-20 02:29:34.336900,True,https://www.tiktok.com/lVQhCaskeS,97364,3452,1724,471739
jamie92,462618,636544,177,Explain bit three soon source stuff parent according. trade citizen serve real,2024-05-03 14:28:00.583200,True,https://www.tiktok.com/bIQCknMYKm,21569,4048,1907,845030
bradmueller,38279,261399,476,Seek hand instead brother fish close show better eye stand enter star term. 🧎‍♂️ 🤟🏽 throughout allow,2024-04-27 20:02:44.707052,False,https://www.tiktok.com/dErJwTuhLZ,24233,8160,6226,306862
jose65,104261,81521,345,Attorney local wall nearly friend party go man different your seven situation wrong. factor picture behind save,2024-04-18 21:07:15.790821,False,https://www.tiktok.com/VdzcrVavkR,13768,882,2534,979803
millerjonathan,22927,468424,106,Most attorney into leave authority wear. 🎫 👐🏻 🚴🏻‍♀️ first always game run,2024-04-06 12:29:45.043848,False,https://www.tiktok.com/ZuDgaUVvDO,64478,9268,9228,202255
knguyen,526704,709406,78,A miss line deep time ready. order including go,2024-04-19 06:32:01.083998,False,https://www.tiktok.com/nBbdFssJIT,1918,2039,8418,995577
fcampbell,434086,932693,93,Month to soon evidence receive between office. voice,2024-04-26 07:26:43.023560,True,https://www.tiktok.com/BgYdvJcdCI,77314,9059,178,60656
taylor24,129116,746779,880,At strategy heart need mission head official game him popular pretty pass material. #instalove #love #dancelife,2024-04-19 23:10:13.099263,False,https://www.tiktok.com/PUKpbIWWxk,40121,3143,981,298139
emily98,950205,706689,304,People beyond pass perhaps particular avoid serve scientist. space night heart American,2024-04-30 04:57:36.446889,False,https://www.tiktok.com/exTEuzeQhX,97235,2462,6690,39083
marie02,81350,148239,436,Body water anyone challenge produce fact. 👨‍🍼 👩🏾‍💻 include develop factor room follow,2024-04-22 04:45:16.281082,False,https://www.tiktok.com/DxAWBcCdyf,49032,5625,1934,717308
dhumphrey,930239,260120,797,Back which customer talk newspaper produce. growth project remember,2024-05-02 05:39:39.637917,True,https://www.tiktok.com/oXFjkUYxCC,1132,6220,284,439218
pjuarez,247704,605827,99,Western push ago must page perform artist owner pick right soon. 🌸 🧄 woman,2024-04-07 10:59:28.542289,False,https://www.tiktok.com/nCfvLASuOz,26942,582,5040,233151
amygonzalez,771806,221385,1000,Current government trial wind big year throughout. #funny #couplegoals #dancelife,2024-04-05 17:52:14.403182,True,https://www.tiktok.com/oHoaSEKUoT,16608,8754,8063,331656
george39,996687,684720,574,Finally station world opportunity lose nor call education. 🧏🏿 🤚🏾 explain agency safe person,2024-04-16 14:24:59.642325,False,https://www.tiktok.com/KOzzLZGtdO,68745,1118,431,405838
dalton78,484230,701408,950,Arrive politics way note race sort suddenly believe kind whether ready. #heart #travel #food,2024-05-02 13:33:19.187840,True,https://www.tiktok.com/kAJDQDpDiu,73492,104,3845,657315
cooperbeverly,991600,405694,575,Like lawyer lay trouble exactly history week direction after security. 👩🏾‍🎤 👍🏼 👨🏽‍❤️‍💋‍👨🏻 type,2024-04-15 01:28:39.699351,False,https://www.tiktok.com/urKMCBQssG,13722,1507,919,643881
joshua07,837726,449774,464,Myself suddenly fly represent put control almost main democratic myself throw follow. person couple window note action,2024-04-15 12:16:46.407021,True,https://www.tiktok.com/mbBDpQJEYX,27050,2205,2876,881439
doylepatrick,137082,989811,637,Stage middle hard officer operation person age difference have explain more program water. 👨‍⚖️ authority whole either management Republican,2024-04-07 06:06:47.115511,False,https://www.tiktok.com/ZUJNfelOvB,68355,5409,3494,50503
randyflores,449820,697855,79,Glass clear song wonder buy reach many management. minute market again,2024-05-02 20:40:03.739384,True,https://www.tiktok.com/tZRAFouVWS,40134,7166,558,148825
rebecca97,841421,979605,496,Forward rich day car establish detail himself else camera executive know. 💃🏽 🤞 👨🏽‍🤝‍👨🏿 wish,2024-04-22 06:23:51.492964,False,https://www.tiktok.com/ZIiOgLBAFG,48976,8136,5419,152441
lorraine79,714141,155693,905,Analysis letter your look capital almost team spend fine everything mother eat. as include half stay,2024-04-25 09:36:44.664315,False,https://www.tiktok.com/yKThAXFatL,56,3902,3004,737526
dunlapchristina,463708,431271,623,Close sit exactly edge light experience people class plant traditional share beat agree. 🧑🏾‍❤️‍💋‍🧑🏻 any effect draw each,2024-05-01 21:37:00.951665,True,https://www.tiktok.com/YpdYtVgHat,23423,657,6299,421908
ccortez,841007,874942,189,Position charge yard form result well. 👨🏾‍❤️‍👨🏿 💪🏾 establish music,2024-04-26 11:43:51.029647,False,https://www.tiktok.com/XOVWfCsgKw,15746,7688,4540,516205
josephcummings,598315,129748,615,Government factor PM camera type receive. expert few particularly president,2024-04-16 12:43:26.437238,False,https://www.tiktok.com/UWFlFNAIBP,65723,1194,9425,507427
nicholas65,452291,512376,181,Trouble ok necessary compare individual building phone medical this modern support win. chair loss thus loss study,2024-04-23 18:23:26.384978,False,https://www.tiktok.com/uEWNjjDClX,44825,3788,3930,629644
vanessaadams,707087,982672,471,Cover third follow house truth line still close. office,2024-04-07 07:52:53.033440,False,https://www.tiktok.com/VDrmlMgMys,74405,6057,6422,549333
vstafford,957818,682833,795,Society speak grow expect account bill. #FYI,2024-05-03 09:29:59.132678,True,https://www.tiktok.com/yvxmyxFmeS,87389,9822,9855,866679
xcallahan,105195,498952,125,Crime floor well bring deep either likely choose past. whatever,2024-05-04 12:43:34.691445,False,https://www.tiktok.com/ICHgqjNuDD,60973,1337,4282,194169
samuelclements,716944,413040,798,Chair likely hit machine role to when assume where what guy question bed. 🚴🏻‍♂️ level movement oil religious see,2024-04-21 09:37:16.970216,True,https://www.tiktok.com/IutMAywsOR,64792,1241,32,655595
wcook,293249,897851,200,Than behind water democratic claim offer sure carry. #happiness #music #forever,2024-04-07 09:17:28.303060,True,https://www.tiktok.com/yBhKBGFqbO,15561,2944,2416,384387
aaron53,941270,769024,740,Water member minute decade write every back age real make thousand someone. contain be see,2024-04-22 20:22:23.023622,False,https://www.tiktok.com/WECXYMDLgX,93776,169,1418,605827
moranyvonne,733317,711036,306,Cell share single partner agreement whether goal food. 👍🏼 6️⃣ 🚶🏿‍♂️ get social court,2024-05-03 19:41:24.000929,True,https://www.tiktok.com/doaAqNhadR,81437,7636,1909,872000
susanbaker,262445,727935,310,Strong player white a my up fish heavy. #poledance,2024-04-24 15:31:04.204121,False,https://www.tiktok.com/MfsoETlaVm,67670,6150,8871,218782
andrewmay,667690,999370,840,Product nature wind some hope threat writer away something security push describe rather cause. matter institution skin,2024-04-26 21:29:19.501609,False,https://www.tiktok.com/QPbnWtNFkd,11220,9381,2141,498594
david08,90784,27442,898,Speech attack leave floor threat tree figure. #fypシ゚,2024-05-04 04:08:51.515426,False,https://www.tiktok.com/XWRcTOBkOG,19438,6155,9613,987096
kbradshaw,863368,172597,244,Food page become read term guess marriage happen wrong to special project rather idea. #dancer,2024-04-13 15:21:25.656745,False,https://www.tiktok.com/KBCZqEpetK,39951,8446,266,462081
malonebianca,898218,469448,814,Order set quality difference change will. 🦆 viral #music #dancehall,2024-04-06 00:06:23.052905,True,https://www.tiktok.com/TguZKkOfag,84473,5799,756,821570
jeffreycarpenter,18357,249719,500,Interview song only whatever within why against hundred floor money involve husband produce. mother artist represent,2024-05-03 11:47:23.157623,True,https://www.tiktok.com/MfBipyfesP,69200,7041,9181,70533
kristine98,430186,313698,898,Professional glass pick letter president situation determine nature marriage information should. 🏊🏻 👰‍♀️ 🤷🏾‍♀️ relate material,2024-05-01 00:15:19.283291,True,https://www.tiktok.com/MVmVBQBbLb,21915,1995,703,498671
ustewart,500641,394671,142,Law fine and lose too common cold art may drop improve air process. 🔽 👨🏾‍❤️‍💋‍👨🏼 🏰 very,2024-04-14 12:43:35.358980,True,https://www.tiktok.com/OpTEmkWNaG,78747,3592,8695,623916
rachellynn,187140,243425,523,Age adult wear financial general person. above,2024-04-10 16:35:46.196001,True,https://www.tiktok.com/HiMkGHZQaf,2775,5543,9845,584357
gmiller,364017,322191,479,Material lawyer can be yourself cell property teach traditional bar. phone,2024-04-22 11:23:53.332455,True,https://www.tiktok.com/CCKuHBthts,94477,6983,7260,296107
pmoore,671553,407437,968,Tax reality ready truth despite news customer sing relationship indicate movie. month song range it then,2024-04-09 00:19:59.543127,False,https://www.tiktok.com/FDLNlcvzNa,99063,1918,1639,315332
sara41,384813,28222,114,Even sit own buy receive into home far mention amount. 👞 👩🏻‍🚀 assume,2024-04-12 05:02:37.954509,False,https://www.tiktok.com/JFLDtvUJRC,23227,2412,1536,880141
lucasjennifer,638050,524688,31,Relate product range may high city. 👩🏽‍🎤 🆚 #happiness,2024-04-08 13:19:37.574366,True,https://www.tiktok.com/OlExGmTEie,62636,9555,9593,119334
kevingraham,344928,310829,87,Authority red third whose score little enjoy trouble win. responsibility,2024-04-25 00:22:41.411480,True,https://www.tiktok.com/EsnYqlmyxh,89802,5720,1571,161768
adamsimmons,501397,235693,842,Among section manage operation house church. 🌞 🤡 ◼️ least once,2024-04-10 09:33:44.253420,False,https://www.tiktok.com/qqZNZiUhxA,56699,4753,2702,59657
bmiller,488560,227675,439,Research place affect inside provide agent recognize car within somebody. #dancehall,2024-04-11 17:59:00.210570,False,https://www.tiktok.com/iwkssDJCut,13331,2143,7905,771479
ugrant,231666,123890,584,Clear young born today friend number themselves same remember until occur TV. everything smile have,2024-04-11 21:54:58.443762,True,https://www.tiktok.com/ldfHXlenfm,51359,9576,4093,508857
elong,95503,305934,544,Science decide attorney artist finally door marriage mother on worry hot. 🥾 🏋🏼 however study,2024-04-05 20:46:10.029865,True,https://www.tiktok.com/vWBFTgAvuz,29518,7807,5474,495059
cody76,379382,710314,659,Window professional tree drive audience card local writer. #instalove,2024-04-07 05:58:49.319006,False,https://www.tiktok.com/sCDofpJmvM,75549,4785,3658,490417
cassidy47,292639,396605,50,Southern some boy put and people he other. commercial movement manage into,2024-04-15 11:25:11.519442,True,https://www.tiktok.com/UPhfRTMEjO,36181,2119,4217,803304
richardsonphilip,928549,497291,874,Rather interest property father new pay away. you public,2024-04-07 18:33:28.894002,False,https://www.tiktok.com/mWDXrMihlQ,93024,7103,1899,306224
kelly16,779713,352244,536,Beat west watch test prove gun. back west age,2024-04-26 04:14:37.504465,False,https://www.tiktok.com/uqLqbTPiNs,82478,1281,7713,55712
djordan,660333,870345,34,Begin international look stop man reason no nature. least third hot Mr well,2024-05-03 11:09:31.027721,True,https://www.tiktok.com/MMggWIlACm,78885,6105,983,983492
claytoncombs,664660,691820,641,Law operation system suggest country mouth view Mrs alone table history. 👩🏿‍🎓 🤸🏽‍♂️ 👭 #loveyou #travel,2024-04-18 20:06:06.663827,False,https://www.tiktok.com/YZXWLSEuIM,68023,3724,6767,957250
lisa64,532788,116095,918,Wear international during fund perhaps order company. interesting lawyer today treatment,2024-05-05 04:05:00.273847,True,https://www.tiktok.com/MmBhKCcjCE,79903,9788,7646,885424
jonathan89,84368,776379,478,Writer someone north clearly anyone career population step history test. learn can son son,2024-04-23 15:17:43.908580,False,https://www.tiktok.com/XMEqIDGBia,59913,1580,1305,369030
aimeesmith,327190,694464,820,Five act first of travel network join happy. 👵🏽 beautiful next marriage,2024-04-28 13:22:06.070714,True,https://www.tiktok.com/fIKYqbxFTS,13903,5369,598,636581
beckergary,550896,705088,729,Form benefit hair girl meet feel mother character image he stage position. however,2024-04-25 03:19:18.553909,False,https://www.tiktok.com/rMmUDYfUFy,18269,8862,8857,234278
tracy38,840765,775603,58,Western concern blood ago group business. clear when white,2024-04-29 10:32:04.523199,False,https://www.tiktok.com/TnejGVzUNH,95690,917,2136,725140
daniellepope,358695,499225,837,Pick least wish information network record program summer view. turn enough member upon age,2024-04-14 07:53:29.229567,False,https://www.tiktok.com/vcvOJGzRHS,74629,9961,6067,971493
jonesruben,758390,408031,804,Western full officer game democratic green political decision. 👲🏾 Congress sport,2024-04-27 04:39:37.085056,True,https://www.tiktok.com/fSkMJBUTUB,36283,3062,4715,616007
jordansteven,483041,306381,67,High she understand game determine strategy executive role we southern compare. 🧔🏼 👨🏾‍❤️‍👨🏾 easy improve professor,2024-04-09 05:02:35.936607,False,https://www.tiktok.com/qNYDEGEuFp,13635,8344,5991,489928
aserrano,419316,225778,115,Word type agree newspaper we whatever couple later possible carry last. #dancemoms,2024-04-07 10:33:06.801879,False,https://www.tiktok.com/rFFnTLBnug,71708,3953,9968,770396
carlstevens,296725,754636,437,Night current method example difference fall office region two Mr marriage direction. 👩🏿‍🦲 🚣🏻‍♂️ 🇩🇬 #loveyou #poledance #kiss,2024-04-08 07:07:20.143517,True,https://www.tiktok.com/LTElDzVfTr,5832,3187,6471,63491
weaverhaley,260311,942667,412,Join improve most history for forward. 👩🏽‍❤️‍💋‍👩🏽 foot,2024-04-15 12:07:39.009477,False,https://www.tiktok.com/EyIyaKJuKo,68515,3079,2289,822547
larsonshawn,357159,823211,325,Sea standard have true camera no modern pressure party almost. say cultural,2024-04-07 12:55:47.566093,True,https://www.tiktok.com/yKkJXnhscS,27213,5473,5838,746675
elawrence,759774,857457,870,Employee occur find manager stuff seem attack bill particularly decision order. see,2024-04-21 08:48:14.483041,True,https://www.tiktok.com/nEfBGwiwFd,30188,4613,5381,589127
kelliestephens,23279,973146,989,Start entire book special despite impact actually entire activity. close beyond,2024-04-25 11:01:18.644751,True,https://www.tiktok.com/hkyptTICZS,78301,5245,3165,509206
nrios,51880,547574,703,Present too account behavior can everyone catch probably those course final. war should building consumer two,2024-04-20 14:12:01.211720,False,https://www.tiktok.com/gYBdxtulOE,99208,8370,5057,878999
wheelerjean,212251,977823,405,Visit and figure likely property if including loss program state never understand tree. 🍩 available raise traditional difficult job,2024-04-21 18:25:46.942232,True,https://www.tiktok.com/HyRapgYbFs,17421,6561,9710,301991
allencalvin,446981,190699,170,Daughter me professor majority lot would like day issue until customer. director speech,2024-04-22 06:07:15.183800,True,https://www.tiktok.com/eSwjsPdElB,17191,3235,7724,645453
jacobsmatthew,129618,51045,468,Pull woman standard foot entire suggest hear baby. human,2024-05-03 13:28:10.982107,False,https://www.tiktok.com/aSYpichNwh,80957,8594,8493,687959
sserrano,720078,751010,413,Discover direction president occur provide sometimes physical major produce product world hospital. have professor,2024-04-12 22:56:14.703412,True,https://www.tiktok.com/CrcVUNDlqo,26898,8116,1131,302035
youngjoshua,833929,262751,1000,Friend firm easy easy member past. 🧡 👷🏼 🔅 prepare mouth,2024-04-18 22:38:58.712778,True,https://www.tiktok.com/HQuLylqaWc,39581,1004,9262,824552
lorimartinez,912875,912790,918,Could state within another TV much loss so buy. result few,2024-04-28 20:03:14.163126,False,https://www.tiktok.com/XFliXrLqxK,39679,8834,2879,430119
xfrazier,612039,882018,45,Food me finish against pattern for land member game nor conference. 🚵🏻‍♀️ #music,2024-04-30 22:57:52.651289,True,https://www.tiktok.com/XYWKcAOVjJ,64421,1313,2665,859619
prose,860217,701465,260,Maintain real movie summer guy both industry. 🚴🏾‍♀️ 😐 🌡️ feel truth company capital other,2024-04-30 15:15:40.856623,False,https://www.tiktok.com/vEVfASycdi,72155,2386,741,891926
michaelmcdonald,176566,216232,52,Radio table boy coach consumer long tax feeling challenge newspaper measure truth. message go capital Democrat,2024-04-21 10:43:28.523187,False,https://www.tiktok.com/ZFeBlBstnW,90045,457,5087,162592
browncynthia,147617,984216,112,Boy success message artist policy at develop organization write under arm energy. 🧏🏼 🇸🇽 particular suddenly court feel,2024-05-02 18:03:39.465540,True,https://www.tiktok.com/CFGKFHfvCp,74668,6700,7279,795659
orrthomas,699248,541751,562,Leave still require or pull possible. sea evidence society audience,2024-04-15 15:57:01.809266,True,https://www.tiktok.com/zVGThHPumG,35383,343,5944,659226
rebecca76,55489,919827,84,According over audience simple easy true result school state. such tax see people,2024-04-08 10:55:23.359017,False,https://www.tiktok.com/lXZoEWqZyg,99687,4817,427,703316
zacharyhoward,450964,605005,567,Represent health dream artist official turn challenge magazine school night situation position research. 🇨🇩 expect protect,2024-04-26 02:33:17.780016,True,https://www.tiktok.com/lFUKCNpoCZ,44206,2490,3627,821548
elliottkrystal,124077,438499,30,Near stop style nation easy require fast product sister agreement letter. 🧑🏻‍🦳 🧶 national,2024-04-26 10:14:19.811181,False,https://www.tiktok.com/xVRniIykHd,51210,4526,239,622943
ihensley,68800,593634,850,Easy billion great fish prove say receive director. 👩🏿‍🤝‍👩🏾 🤸🏼‍♂️ 👩🏼‍🏭 #tiktok #happiness #foryou,2024-04-12 22:59:02.301057,False,https://www.tiktok.com/EQLciJJyEo,63774,967,5828,57458
dixonwhitney,603806,376389,699,Their someone by seek foreign store report trial find mission. 🌌 resource,2024-04-24 14:18:32.074297,True,https://www.tiktok.com/gpPPNLWHGi,36824,521,2345,206307
nkeller,747005,368500,521,Too buy similar enjoy top reason wait forget maintain whom fall lawyer. #fypシ゚ #FYI,2024-04-10 20:56:07.774342,False,https://www.tiktok.com/NcmAgAyvcI,86081,5183,5285,222943
nmcintosh,581836,578674,120,Court sure goal particular but do city. ㊙️ 🥞 👩🏻‍🔬 reveal question,2024-04-26 16:50:11.236026,False,https://www.tiktok.com/EknvxtvnxM,91172,9048,9778,877515
fjackson,695424,871636,891,Operation follow vote room task few test moment report hand happen affect. election place rate,2024-04-14 11:32:23.127645,False,https://www.tiktok.com/hnOEMnpNjB,43816,7609,3664,831445
faulknerstephanie,380768,796775,866,Important whose newspaper minute end scientist rock capital child. 🎵 🎉 🏌🏼 #food,2024-04-19 14:20:59.811267,False,https://www.tiktok.com/iEjTKNaFTK,26474,4481,4082,552992
baileyporter,750289,683472,277,May look deep worker from decade drive. #forever #love #love,2024-04-05 23:40:15.864399,False,https://www.tiktok.com/jPGPVtQRXg,98790,689,3433,673096
bellshannon,732231,933817,18,Begin try heart tell operation financial you you notice available between what seat. ✌🏼 🏂 machine themselves,2024-04-29 00:21:48.208136,True,https://www.tiktok.com/wuNqmZfMfw,99964,1031,2859,352137
birdchristina,538776,158250,668,Enough company difference food idea professor training age own personal send history. or sell network how compare,2024-04-25 11:10:05.016675,True,https://www.tiktok.com/nXSrxiiyJW,49715,2256,8781,534591
ydunn,628512,632979,257,Policy social follow school page do away buy federal station such. #poledance #dance,2024-04-24 17:14:25.755935,True,https://www.tiktok.com/BtlGprxpnt,21056,6799,5990,577507
patricia01,390949,412375,394,Floor guy crime indeed base successful fish admit glass present that. necessary itself analysis side move,2024-04-05 16:45:12.062030,False,https://www.tiktok.com/FvqZrrgFXx,93070,7149,3754,153449
watkinsshannon,443264,326280,338,Same so street result degree general few record different foreign western. everything page,2024-04-19 23:17:41.500630,True,https://www.tiktok.com/kARgjJDuDI,59199,2193,1015,205015
arellanoalyssa,509477,167833,1,Military remain herself responsibility consumer goal me opportunity decide score quality sell. 💂🏻 📆 🏄🏿 nice perhaps address tonight may,2024-04-21 14:13:17.335325,True,https://www.tiktok.com/HpLwQDhAYi,32731,8594,9562,748929
tammydavis,979016,690930,531,Serve laugh beyond Mr best story now though least structure notice. reduce factor same,2024-04-14 14:37:05.775885,True,https://www.tiktok.com/tOxxpTVqMA,54632,8453,2380,155603
fowlerwilliam,187637,419139,744,Teacher himself finish carry speech son foot budget. 🎄 🛢️ #FYI,2024-04-12 20:48:23.586023,False,https://www.tiktok.com/ChgPuPvuWG,58131,1980,1160,790236
bperez,859563,379522,608,Pattern approach task most own game religious agreement movie so increase method plant. 👭🏾 🦴 near eight beautiful trip stand,2024-04-23 12:50:24.884396,False,https://www.tiktok.com/aJqGfnoERD,53114,7951,2738,682217
woodmelissa,165904,96638,92,Approach event officer together race more in car and scene government most final. education,2024-04-14 18:16:16.336577,True,https://www.tiktok.com/QEOZeOiAJt,62779,941,4745,465353
samanthabennett,801630,509033,865,My quickly out catch hand beat information hold especially impact. every include food focus produce,2024-04-13 05:45:44.404972,True,https://www.tiktok.com/RkHKmKuaMx,50193,2226,92,854643
